"X1","Date","AveragePrice","Total Volume","4046","4225","4770","Total Bags","Small Bags","Large Bags","XLarge Bags","type","year","region"
42,2015-03-08,0.73,805731.03,568182.3,137012.17,12344.54,88192.02,85848.21,2343.81,0,"conventional",2015,"WestTexNewMexico"
33,2016-05-08,1.04,272057.12,1949.46,201017.01,5353.11,63737.54,56652.84,6645.68,439.02,"conventional",2016,"GrandRapids"
5,2017-11-26,1.18,4182730,1677367,1002610,79478,1423276,817296,595877,10103,"conventional",2017,"West"
31,2017-05-28,1.13,42244.7,5642.86,6595.91,0,30005.93,29825.13,180.8,0,"organic",2017,"DallasFtWorth"
32,2017-05-21,2.06,9126.2,4146.42,3679.99,0,1299.79,381.04,918.75,0,"organic",2017,"PhoenixTucson"
37,2016-04-10,0.94,40527.1,5150.05,1545,25.72,33806.33,26493.27,7313.06,0,"organic",2016,"Denver"
4,2018-02-25,1.08,464413.57,72595.4,90296.46,53864.5,247657.21,185976.63,32253.35,29427.23,"conventional",2018,"Detroit"
49,2017-01-22,1.01,88317.73,34251.49,5626.82,8313.98,40125.44,34932.06,5155.3,38.08,"conventional",2017,"Boise"
16,2016-09-04,0.97,477301.28,275859.84,75406.02,171.78,125863.64,59356.55,66507.09,0,"conventional",2016,"Orlando"
20,2017-08-13,1.37,534058.7,251178.4,62180.62,64.99,220634.69,148972.21,66092.48,5570,"conventional",2017,"Atlanta"
26,2017-07-02,1.21,257162.16,71544.84,83589.78,2458.8,99568.74,90410.02,2797.05,6361.67,"conventional",2017,"RichmondNorfolk"
16,2015-09-06,1.04,144563.15,61052.61,40880.96,20842.4,21787.18,16533.98,3611.52,1641.68,"conventional",2015,"Columbus"
27,2015-06-21,1.59,4436.79,872.72,3564.07,0,0,0,0,0,"organic",2015,"Spokane"
27,2017-06-25,0.82,1352318.9,569850.04,285476.88,2928.68,494063.3,188282.06,305777.91,3.33,"conventional",2017,"Houston"
45,2017-02-19,0.67,1190708.83,565042.04,142847.65,63757.91,419061.23,291927.39,127089.4,44.44,"conventional",2017,"Houston"
51,2016-01-03,0.6,1295246.27,114121.88,526048.62,10374.52,644701.25,33033.97,611655.03,12.25,"conventional",2016,"Denver"
1,2018-03-18,1.38,602177.43,24831.59,443903.93,1853.86,131588.05,101891.24,28125.7,1571.11,"conventional",2018,"Boston"
31,2016-05-22,1.26,497819.63,273987.6,103459.89,257.43,120114.71,56006.36,54738.35,9370,"conventional",2016,"MiamiFtLauderdale"
2,2018-03-11,1.3,34357.21,6067.15,810.89,0,27479.17,25669.77,1809.4,0,"organic",2018,"DallasFtWorth"
13,2015-09-27,1.75,24607.2,4793.34,11315.26,6.64,8491.96,2.95,8489.01,0,"organic",2015,"Seattle"
30,2015-05-31,1.72,2091.42,943.29,5.85,0,1142.28,1142.28,0,0,"organic",2015,"Tampa"
13,2015-09-27,1.65,4046.31,37.76,2720.03,313.05,975.47,583.33,392.14,0,"organic",2015,"RichmondNorfolk"
31,2017-05-28,2.73,24852.33,10640.43,10979.17,8.75,3223.98,3201.3,22.68,0,"organic",2017,"SanFrancisco"
32,2017-05-21,1.2,526840.14,253792.75,49347.3,1650.7,222049.39,142077.31,70753.58,9218.5,"conventional",2017,"Atlanta"
49,2015-01-18,1.22,753746.51,107566.95,554501.21,12868.74,78809.61,78241.87,515.56,52.18,"conventional",2015,"SanFrancisco"
16,2015-09-06,1.12,114216.62,1158.99,78578.82,2074.97,32403.84,23118.99,9284.85,0,"conventional",2015,"Pittsburgh"
13,2015-09-27,2.21,3002.5,327,1854.95,26.04,794.51,794.51,0,0,"organic",2015,"Philadelphia"
40,2017-03-26,1.62,281795.07,164358.1,38333.89,88.48,79014.6,44649.55,34365.05,0,"conventional",2017,"Orlando"
10,2016-10-16,1.61,795.95,0,50.17,0,745.78,745.78,0,0,"organic",2016,"Syracuse"
22,2017-07-30,1.29,104351.36,41263.14,27919.48,1465.5,33703.24,26704.33,6275.57,723.34,"conventional",2017,"Pittsburgh"
36,2017-04-23,1.67,50574.88,144.02,46354.05,0,4076.81,4072.37,4.44,0,"organic",2017,"Chicago"
34,2016-05-01,1.06,326468.57,77783.94,143133.66,17389.45,88161.52,86752.27,1406.78,2.47,"conventional",2016,"RaleighGreensboro"
35,2017-04-30,1.91,278038.48,45273.02,109485.34,1714.65,121565.47,116115.13,5450.34,0,"organic",2017,"Northeast"
17,2017-09-03,1.69,13062.41,2.43,168.63,0,12891.35,12891.35,0,0,"organic",2017,"NorthernNewEngland"
22,2015-07-26,1.28,1211731.19,19228.22,910716.77,1321.69,280464.51,233874.8,46589.71,0,"conventional",2015,"NewYork"
9,2015-10-25,1.11,223607.39,107103.78,46792.32,17192.49,52518.8,43924.89,8593.91,0,"conventional",2015,"SouthCarolina"
3,2017-12-10,1.29,424741.73,110651.9,93996.37,15325.59,204767.87,147247.2,57068.55,452.12,"conventional",2017,"Portland"
37,2016-04-10,1.23,19988.34,1574.7,9821.03,0,8592.61,6862.17,1730.44,0,"organic",2016,"SanDiego"
15,2017-09-17,1.2,585989.67,348290.56,103677.84,1179.49,132841.78,88720.88,44120.9,0,"conventional",2017,"WestTexNewMexico"
46,2015-02-08,1.91,3098.29,15.18,948.71,0,2134.4,2134.4,0,0,"organic",2015,"Boston"
39,2017-04-02,1.22,5719811.06,1856672.56,1580307.3,150682.37,2132148.83,2059479.45,16199.12,56470.26,"conventional",2017,"California"
3,2015-12-06,0.92,41324.9,3841.78,8059.68,33.27,29390.17,430,28960.17,0,"organic",2015,"Denver"
52,2017-01-01,1.43,49777.56,4157.31,9930.6,262.28,35427.37,15637.05,19790.32,0,"organic",2017,"Southeast"
22,2016-07-24,1.62,8306.2,388.08,4288.98,1242.32,2386.82,2383.49,3.33,0,"organic",2016,"Charlotte"
26,2015-06-28,1.74,29549.92,13344.49,7207.44,824.04,8173.95,4887.11,3286.84,0,"organic",2015,"Southeast"
37,2017-04-16,1.54,166089.23,3103.77,70001.59,36.44,92947.43,87097.48,5849.95,0,"conventional",2017,"BuffaloRochester"
48,2017-01-29,1.32,8024.8,592.19,3683.49,230.3,3518.82,1829.27,1689.55,0,"organic",2017,"RichmondNorfolk"
4,2017-12-03,1.1,636106,15373,576981,1540,42212,20648,21564,0,"conventional",2017,"NorthernNewEngland"
18,2016-08-21,0.97,247621.32,67192.31,4365.3,0,176063.71,170028.41,6035.3,0,"organic",2016,"SouthCentral"
0,2016-12-25,0.76,1199636.75,503168.52,313572.54,3069.14,379826.55,374905.48,2661.1,2259.97,"conventional",2016,"DallasFtWorth"
21,2015-08-02,2.12,13852.18,1929.99,8910.09,213.73,2798.37,2798.37,0,0,"organic",2015,"NewYork"
11,2017-10-15,1.76,671239.19,120680.92,461963.1,3144.56,85450.61,84850.23,231.37,369.01,"conventional",2017,"SanFrancisco"
23,2015-07-19,1.45,792.97,5.04,1.26,0,786.67,786.67,0,0,"organic",2015,"MiamiFtLauderdale"
11,2015-10-11,1.75,26750.05,4297.16,13215.71,11.98,9225.2,2.96,9222.24,0,"organic",2015,"Seattle"
12,2017-10-08,2.85,12366.93,96.31,4599.62,125.61,7545.39,7471.59,73.8,0,"organic",2017,"RaleighGreensboro"
25,2015-07-05,1.47,140413.9,1503.1,56925.46,6707.85,75277.49,74370.82,906.67,0,"conventional",2015,"BuffaloRochester"
45,2016-02-14,0.88,203205.09,103368.34,42830.57,8627.2,48378.98,32189.53,16189.45,0,"conventional",2016,"Nashville"
42,2017-03-12,1.38,1337596.89,152896.45,330081.75,3188.52,851430.17,491035.95,360394.22,0,"organic",2017,"TotalUS"
0,2016-12-25,1.41,46895.78,3551.01,9031.23,279.29,34034.25,18333.61,15700.64,0,"organic",2016,"Southeast"
23,2016-07-17,1.2,11534.1,891.11,4624.57,0,6018.42,350.09,5668.33,0,"organic",2016,"Nashville"
10,2017-10-22,1.54,366454.43,235502.11,36022.98,487.62,94441.72,53966.71,40475.01,0,"conventional",2017,"Tampa"
52,2017-01-01,1.34,36915.87,36.67,34076.57,0,2802.63,2802.63,0,0,"organic",2017,"Chicago"
20,2016-08-07,1.42,15987.24,1102.24,4761.4,703.64,9419.96,6147.56,3272.4,0,"organic",2016,"SouthCarolina"
7,2017-11-12,1.87,26148.28,24.04,1429.61,0,24694.63,21304.78,3389.85,0,"organic",2017,"Boston"
29,2015-06-07,0.99,4003121.77,2862823.58,294519.59,26236.45,819542.15,551432.71,268100.73,8.71,"conventional",2015,"Southeast"
45,2017-02-19,0.7,303146.46,2623.77,93502.67,1010.9,206009.12,23085.72,182918.9,4.5,"conventional",2017,"CincinnatiDayton"
21,2017-08-06,1.13,243526.27,106178.67,36727.83,49.22,100570.55,86175.13,12836.41,1559.01,"conventional",2017,"Nashville"
23,2015-07-19,1.98,9560.55,3147.29,6150.55,0,262.71,262.71,0,0,"organic",2015,"Sacramento"
17,2017-09-03,1.88,147242.45,82573.64,14144.89,99.08,50424.84,20452.27,28919.24,1053.33,"conventional",2017,"Jacksonville"
5,2016-11-20,1.46,113766.24,2098.8,35783.89,2138.95,73744.6,37946.97,35797.63,0,"organic",2016,"Midsouth"
10,2016-10-16,1.01,16161.36,725,3749.33,0,11687.03,2823.14,8863.89,0,"organic",2016,"Columbus"
3,2015-12-06,1.8,7059.51,1289.28,4788.95,0,981.28,300,681.28,0,"organic",2015,"Detroit"
43,2016-02-28,0.83,725928.01,83579.8,209750.15,18299.84,414298.22,411116.66,2953.08,228.48,"conventional",2016,"Portland"
51,2016-01-03,0.96,553828.14,3485.03,492915.32,17575.69,39852.1,39852.1,0,0,"conventional",2016,"NorthernNewEngland"
10,2016-10-16,1.44,2930.31,478.48,51.31,0,2400.52,533.33,1867.19,0,"organic",2016,"Orlando"
31,2016-05-22,1.15,21361.58,2091.2,10494.08,4.81,8771.49,8771.49,0,0,"organic",2016,"SanDiego"
9,2018-01-21,1.01,349565.06,2991.23,143928.98,137321.51,65323.34,23516.4,1183.72,40623.22,"conventional",2018,"GrandRapids"
29,2015-06-07,0.98,6374842.9,3614314.44,1860329.3,221330.48,678868.68,651944.51,23422.39,3501.78,"conventional",2015,"California"
10,2017-10-22,1.49,4337.67,3.52,268.83,0,4065.32,4061.99,3.33,0,"organic",2017,"Albany"
4,2017-12-03,0.85,799879,359419,224516,6690,209254,70520,138586,148,"conventional",2017,"WestTexNewMexico"
47,2015-02-01,0.97,308461.1,99429.98,140203.43,21686.02,47141.67,40189.17,6952.5,0,"conventional",2015,"RichmondNorfolk"
18,2017-08-27,2.96,26845.68,1134.59,11055.6,12.57,14642.92,1079.26,13563.66,0,"organic",2017,"Seattle"
37,2016-04-10,1.83,6966,93.75,191.64,11.15,6669.46,5468.47,1200.99,0,"organic",2016,"HarrisburgScranton"
11,2015-10-11,1.14,485706.68,5145.86,378295.9,355.03,101909.89,97513.23,4396.66,0,"conventional",2015,"Boston"
46,2016-02-07,2.11,5017.67,0,223.49,0,4794.18,854.05,3940.13,0,"organic",2016,"BuffaloRochester"
22,2015-07-26,1.2,772926.12,52746.41,496508.65,45010.81,178660.25,174774.8,3880.04,5.41,"conventional",2015,"BaltimoreWashington"
18,2017-08-27,1.3,93803.53,45399.28,2514.25,6033.78,39856.22,35502.76,4335.74,17.72,"conventional",2017,"Boise"
19,2015-08-16,1.17,4221435.38,97139.95,3382543.31,8138.99,733613.13,677997.05,55602.12,13.96,"conventional",2015,"Northeast"
44,2016-02-21,1.38,100551.65,11109.56,62267.01,0,27175.08,10529.77,16645.31,0,"organic",2016,"GreatLakes"
4,2015-11-29,1.5,7189.95,284.13,6272.44,0,633.38,263.33,370.05,0,"organic",2015,"CincinnatiDayton"
13,2015-09-27,1.08,253422.99,111054.81,72273.16,18765.64,51329.38,42223.65,9105.73,0,"conventional",2015,"SouthCarolina"
45,2016-02-14,1.29,137984.28,1921.88,60453.06,40.49,75568.85,73328.85,2240,0,"conventional",2016,"BuffaloRochester"
17,2016-08-28,1.78,8617.46,338.94,3830.43,738.3,3709.79,3656.46,53.33,0,"organic",2016,"Charlotte"
8,2017-11-05,1.53,240615.51,5209.01,161648.13,106.23,73652.14,62768.76,10883.38,0,"conventional",2017,"HartfordSpringfield"
14,2015-09-20,0.71,892151.19,410147.31,403760.93,6031.4,72211.55,64530.22,7681.33,0,"conventional",2015,"PhoenixTucson"
51,2016-01-03,1.43,704100.5,124799.63,246580.95,7749.4,324970.52,150967.35,174003.17,0,"organic",2016,"TotalUS"
21,2015-08-02,2,4054.1,2241.33,46.64,0,1766.13,1766.13,0,0,"organic",2015,"Orlando"
40,2015-03-22,0.76,6008817.9,3785376.16,1476714.1,81039.5,665688.14,540561.2,125103.19,23.75,"conventional",2015,"SouthCentral"
45,2015-02-15,1.91,25037.76,2255.75,15250.35,49.9,7481.76,7481.76,0,0,"organic",2015,"NewYork"
27,2017-06-25,0.92,6466429.64,3274928.07,1121983.76,16796.23,2052721.58,1518938.69,530616.8,3166.09,"conventional",2017,"SouthCentral"
39,2017-04-02,1.29,1818148.12,851477.91,524130.79,13117.72,429421.7,409630.98,6543.51,13247.21,"conventional",2017,"Plains"
29,2015-06-07,1.04,2026464.23,1207877.63,445069.67,17034.85,356482.08,353409.98,1330.64,1741.46,"conventional",2015,"Plains"
6,2018-02-11,1.36,16655.03,606.28,2464.24,0,13547.38,12740.25,807.13,0,"organic",2018,"Detroit"
30,2016-05-29,0.92,242168.85,141300.92,36410.66,981.98,63475.29,22104.57,40394.05,976.67,"conventional",2016,"Jacksonville"
6,2016-11-13,1.85,10276.83,180.62,3018.43,418.35,6659.43,5476.23,1183.2,0,"organic",2016,"RaleighGreensboro"
7,2015-11-08,1.8,5951.51,1335.02,4090.76,0,525.73,247.95,277.78,0,"organic",2015,"Sacramento"
50,2017-01-15,1.88,8630.41,308.39,178.54,9.18,8134.3,8134.3,0,0,"organic",2017,"HarrisburgScranton"
18,2016-08-21,1.46,299545.98,2617.98,191018.33,223.9,105685.77,100062.77,4268,1355,"conventional",2016,"HartfordSpringfield"
18,2015-08-23,1.26,10518.1,8896.86,94.67,0,1526.57,1466.67,59.9,0,"organic",2015,"Houston"
2,2016-12-11,1.1,186495.71,67313.99,51724.9,2894.98,64561.84,63970.47,591.37,0,"conventional",2016,"RichmondNorfolk"
44,2015-02-22,1.53,5821.39,32.64,92.08,0,5696.67,5696.67,0,0,"organic",2015,"BuffaloRochester"
32,2016-05-15,1.33,14006.16,321.4,7201.35,0,6483.41,854.68,5628.73,0,"organic",2016,"Detroit"
3,2018-03-04,1.79,2980.6,109.72,904.11,0,1966.77,526.56,1440.21,0,"organic",2018,"Boise"
7,2016-11-06,1.08,239233.63,2895.96,91902.63,1003.69,143431.35,16151.12,127193.62,86.61,"conventional",2016,"CincinnatiDayton"
13,2015-09-27,1.85,28183.63,2948.96,14238.72,19.35,10976.6,8593.72,2382.88,0,"organic",2015,"Plains"
2,2018-03-11,1.16,227714.5,126052.23,12557.63,439.09,88665.55,37739.81,50845.74,80,"conventional",2018,"Jacksonville"
40,2015-03-22,1.15,603112.11,131881.99,380284.5,8461.12,82484.5,47368.3,35116.2,0,"conventional",2015,"Denver"
13,2016-09-25,0.87,40784.87,13792.1,93.57,0,26899.2,26875.87,23.33,0,"organic",2016,"Houston"
44,2017-02-26,0.94,253169.88,4551.23,80014.82,0,168603.83,31222.06,137381.77,0,"organic",2017,"GreatLakes"
30,2015-05-31,1.35,11467.23,5870.7,4092.11,0,1504.42,486.67,1017.75,0,"organic",2015,"LasVegas"
7,2016-11-06,1,734433.2,334096.22,154480.91,16680.28,229175.79,103302.07,125873.72,0,"conventional",2016,"PhoenixTucson"
19,2015-08-16,1.16,2766391.11,1615209.93,431016.1,55158.31,665006.77,529013.85,135887.51,105.41,"conventional",2015,"Southeast"
50,2017-01-15,0.99,557377.82,249159.52,86964.23,169.63,221084.44,145333.47,75750.97,0,"conventional",2017,"Atlanta"
19,2015-08-16,1.67,214374.59,58956.38,90741.76,17.51,64658.94,6931.2,57727.74,0,"organic",2015,"West"
15,2015-09-13,1.81,8304.32,1800.82,5478.4,0,1025.1,366.67,658.43,0,"organic",2015,"Detroit"
40,2015-03-22,1.52,3345.52,169.24,2320.53,381.39,474.36,40,434.36,0,"organic",2015,"RichmondNorfolk"
1,2015-12-20,1.41,52488.05,21127.59,3331.02,0,28029.44,24355.9,3673.54,0,"organic",2015,"SouthCentral"
47,2016-01-31,0.94,83755.38,36196.35,4791.21,8440.95,34326.87,33947.26,46.78,332.83,"conventional",2016,"Boise"
9,2018-01-21,1.63,1283987.65,108705.28,259172.13,1490.02,914409.26,710654.4,203526.59,228.27,"organic",2018,"TotalUS"
33,2017-05-14,1.81,5838.07,230.45,2146.33,0,3461.29,2915.88,545.41,0,"organic",2017,"Roanoke"
17,2015-08-30,1.08,4600.76,206.75,136.02,0,4257.99,4257.99,0,0,"organic",2015,"NewOrleansMobile"
32,2017-05-21,1.33,1840889.79,832263.81,420870.92,7303.17,580451.89,534882.58,31630.61,13938.7,"conventional",2017,"Plains"
36,2015-04-19,1.18,2711008.32,654378.33,1125460.56,190006.01,741163.42,701805.76,37167.77,2189.89,"conventional",2015,"Midsouth"
22,2015-07-26,0.95,2893887.74,2052103.6,440413.6,79478.59,321891.95,316322.88,2936.81,2632.26,"conventional",2015,"LosAngeles"
52,2017-01-01,1.91,9214.09,6.23,130.87,0,9076.99,9076.99,0,0,"organic",2017,"NorthernNewEngland"
38,2017-04-09,1.3,160389.47,11776.2,69900.7,1133.76,77578.81,41688.75,35858.77,31.29,"conventional",2017,"Indianapolis"
42,2016-03-06,1.06,155654.59,71185.02,26487.57,503.38,57478.62,17429.08,40049.54,0,"conventional",2016,"Jacksonville"
7,2017-11-12,1.78,541010,90581,276787,91330,82312,79021,3280,12,"conventional",2017,"Chicago"
4,2016-11-27,1.41,7754.46,705.54,2515.5,0,4533.42,510,4023.42,0,"organic",2016,"Atlanta"
37,2015-04-12,1.06,5636644.51,2848184,1988818.23,185198.77,614443.51,532714.02,79865.3,1864.19,"conventional",2015,"California"
36,2017-04-23,0.9,62384.23,12793.11,2126.24,69.71,47395.17,47195.08,200.09,0,"organic",2017,"Denver"
3,2016-12-04,2.15,13989.25,947.03,6090.79,266.84,6684.59,6684.59,0,0,"organic",2016,"BaltimoreWashington"
8,2018-01-28,1.44,15001.51,422.41,3934.4,93.87,10550.83,9656.85,893.98,0,"organic",2018,"RichmondNorfolk"
22,2017-07-30,1.59,14096.72,231.38,177.87,9.09,13678.38,13673.94,4.44,0,"organic",2017,"HarrisburgScranton"
48,2016-01-24,1.42,11874.46,411.54,7551.79,0,3911.13,186.67,3724.46,0,"organic",2016,"CincinnatiDayton"
22,2017-07-30,1.88,71035.9,3407.72,17677.84,285.56,49664.78,49656.41,8.37,0,"organic",2017,"NewYork"
7,2016-11-06,1.4,231422.37,80604.72,46242.75,5688.67,98886.23,97805.5,1073.59,7.14,"conventional",2016,"Detroit"
44,2015-02-22,1.66,40390.21,5100.04,17771.09,9.16,17509.92,16731.6,778.32,0,"organic",2015,"Plains"
15,2015-09-13,0.99,147617.68,69411.99,49831.29,180.33,28194.07,28181.85,12.22,0,"conventional",2015,"Roanoke"
14,2016-09-18,1.03,586212.19,121884.72,150306.52,2273.45,311747.5,264786.31,46367.39,593.8,"conventional",2016,"Seattle"
12,2017-10-08,1.69,1105462.53,75444.57,669974.98,872.2,359170.78,340114.08,19056.7,0,"conventional",2017,"NewYork"
1,2018-03-18,1.35,6622.76,695.79,129.78,0,5797.19,5755.56,41.63,0,"organic",2018,"NewOrleansMobile"
25,2017-07-09,1.82,11229.95,1693.33,4245.64,0,5290.98,4986.88,304.1,0,"organic",2017,"LasVegas"
13,2015-09-27,1.25,368779.77,14983.22,255352.91,497.49,97946.15,82669.93,15276.22,0,"conventional",2015,"Philadelphia"
22,2017-07-30,1.38,5571000.96,2179199.68,2206571.02,152942.18,1032288.08,948516.41,28336.99,55434.68,"conventional",2017,"California"
34,2017-05-07,1.7,4734.57,137.53,2384.2,0,2212.84,423.62,1789.22,0,"organic",2017,"Indianapolis"
31,2015-05-24,1.03,265237.17,175841.33,10463.04,235,78697.8,71635.79,7062.01,0,"conventional",2015,"NewOrleansMobile"
9,2017-10-29,1.54,6531.55,143.58,1167.86,0,5191.42,3953.63,1237.79,0,"organic",2017,"Indianapolis"
7,2016-11-06,1.16,12920.67,354.11,3333.15,224.52,9008.89,3285.65,5723.24,0,"organic",2016,"RichmondNorfolk"
44,2015-02-22,1.16,2730224.03,391400.93,1482033.31,246541.13,610248.66,512270.39,88536.91,9441.36,"conventional",2015,"GreatLakes"
24,2017-07-16,1.35,5140.46,0,165.11,0,4975.35,3013.25,1962.1,0,"organic",2017,"Syracuse"
6,2018-02-11,1.3,78222.88,8860.55,46499.73,87.27,22775.33,12967.57,9807.76,0,"conventional",2018,"Syracuse"
37,2015-04-12,1.72,7736.69,460.89,6496.85,0,778.95,357.92,421.03,0,"organic",2015,"Detroit"
3,2016-12-04,1.23,531803.4,75095.01,131322.74,196.84,325188.81,324725.56,191.83,271.42,"conventional",2016,"Seattle"
52,2017-01-01,1.58,5948.66,772.98,2724.28,0,2451.4,2273.79,177.61,0,"organic",2017,"Columbus"
5,2018-02-18,1.36,224395.77,53547.46,75445.39,5423.5,89979.42,85685.59,4293.83,0,"conventional",2018,"Charlotte"
6,2017-11-19,0.97,4864335,2719309,742890,17529,1384607,973474,409491,1642,"conventional",2017,"SouthCentral"
13,2015-09-27,2.01,5392.63,2232.51,3021,0,139.12,0,139.12,0,"organic",2015,"Atlanta"
51,2015-01-04,0.97,153506.84,105203.79,19147.78,468.7,28686.57,13653.15,15033.42,0,"conventional",2015,"Jacksonville"
33,2017-05-14,1.2,94466.25,38987.28,2778.88,9358.25,43341.84,41044.26,2292.62,4.96,"conventional",2017,"Boise"
24,2015-07-12,1.19,247167.15,38293.85,78845.11,42204.73,87823.46,86455.56,1367.9,0,"conventional",2015,"RaleighGreensboro"
6,2016-11-13,1.79,10725.45,3.64,231.57,0,10490.24,10490.24,0,0,"organic",2016,"NorthernNewEngland"
4,2016-11-27,1.7,86492.45,2136.81,31954.82,1694.84,50705.98,30998.32,19707.66,0,"organic",2016,"Midsouth"
16,2015-09-06,2.35,908.95,9.22,813.54,0,86.19,3.33,82.86,0,"organic",2015,"Boise"
11,2018-01-07,1.46,9885.05,205.23,1460.83,0,8204.03,5889.7,2314.33,0,"organic",2018,"Indianapolis"
32,2016-05-15,1.41,2139.33,181.27,240.6,14.83,1702.63,1702.63,0,0,"organic",2016,"Pittsburgh"
8,2015-11-01,1.5,1541.99,8.66,0,0,1533.33,1530,3.33,0,"organic",2015,"Tampa"
19,2015-08-16,1.83,6627.48,1953.69,3335.84,0,1337.95,1087.61,250.34,0,"organic",2015,"Atlanta"
26,2017-07-02,1.25,124868.74,50926.04,30335.71,1779.51,41827.48,33133.21,6770.1,1924.17,"conventional",2017,"Pittsburgh"
34,2015-05-03,0.93,308655.6,204609.56,13133.92,299.55,90612.57,81127.8,9484.77,0,"conventional",2015,"NewOrleansMobile"
4,2018-02-25,1.46,115509.8,2796.03,20114.88,105.74,92493.15,85039.04,7454.11,0,"organic",2018,"Southeast"
22,2015-07-26,0.81,5822521.79,3166737.18,1982138.27,32905.16,640741.18,511308.6,129425.5,7.08,"conventional",2015,"SouthCentral"
23,2017-07-23,1.27,6483.93,4.15,667.54,0,5812.24,5767.7,44.54,0,"organic",2017,"GrandRapids"
43,2016-02-28,1.13,439280.11,133683.82,213422.76,21516.31,70657.22,70657.22,0,0,"conventional",2016,"Sacramento"
31,2015-05-24,1.21,267022.77,58855.6,80893.32,50072.71,77201.14,76580.12,621.02,0,"conventional",2015,"RaleighGreensboro"
39,2017-04-02,1.79,632537.9,180896.63,358599.04,5732.43,87309.8,85552.16,67.78,1689.86,"conventional",2017,"SanFrancisco"
6,2017-11-19,1.94,3405.61,82.69,757.57,3.65,2561.7,1519.99,1041.71,0,"organic",2017,"Jacksonville"
27,2017-06-25,1.67,17275.62,191.83,5205.01,117.4,11761.38,9122.35,2639.03,0,"organic",2017,"SouthCarolina"
7,2017-11-12,1.89,2438.21,66.6,547.37,2.42,1821.82,1792.22,29.6,0,"organic",2017,"Jacksonville"
24,2015-07-12,1.39,680351.84,149802.29,430540.93,10213.51,89795.11,88477.64,893.86,423.61,"conventional",2015,"SanFrancisco"
34,2017-05-07,1.51,56578.63,1762.76,16113.72,10.69,38691.46,497.52,38193.94,0,"organic",2017,"Seattle"
47,2015-02-01,0.99,3668037.65,888523.17,1798504.77,388259.15,592750.56,464442.27,125798.21,2510.08,"conventional",2015,"Midsouth"
7,2017-11-12,1.37,118434,10402,55305,48,52678,45324,7354,0,"conventional",2017,"BuffaloRochester"
1,2018-03-18,1.58,69790.75,5124.88,20091.33,14.68,44559.86,32906.16,11653.7,0,"organic",2018,"Plains"
41,2015-03-15,1.87,3890.97,205.39,1300.42,1102.84,1282.32,1282.32,0,0,"organic",2015,"Charlotte"
11,2015-10-11,1.55,4976.32,609.97,3428.69,0,937.66,296.67,640.99,0,"organic",2015,"Nashville"
49,2015-01-18,2,2209.34,4.22,834.34,0,1370.78,1370.78,0,0,"organic",2015,"Boston"
9,2018-01-21,1.15,591211.37,160917.18,362263.89,1136.97,66893.33,60172.16,1674.44,5046.73,"conventional",2018,"Sacramento"
30,2016-05-29,0.96,532427.02,287990.69,117845.05,172.19,126419.09,63311.97,57550.46,5556.66,"conventional",2016,"Tampa"
9,2018-01-21,1.08,42939821.55,14218843.83,13929702.12,928815.12,13862460.48,9866218.28,3789722.9,206519.3,"conventional",2018,"TotalUS"
38,2017-04-09,1.7,398600.32,30725.04,213528.19,566.18,153780.91,143053.85,10506.23,220.83,"conventional",2017,"Philadelphia"
38,2015-04-05,1.26,466120.48,148128.23,238612.85,9791.26,69588.14,69293.36,210.54,84.24,"conventional",2015,"Seattle"
18,2015-08-23,0.89,5235579.44,3058909.34,1546628.56,30815.55,599225.99,513745.16,85422.36,58.47,"conventional",2015,"SouthCentral"
22,2015-07-26,1.13,5557616.27,3112921.78,1636659.9,209427.05,598607.54,590750.1,5181.16,2676.28,"conventional",2015,"California"
27,2017-06-25,2.57,5228.11,15.56,439.88,0,4772.67,636.66,4136.01,0,"organic",2017,"BuffaloRochester"
47,2015-02-01,1.76,1591.75,805.42,60.41,5.92,720,720,0,0,"organic",2015,"Jacksonville"
40,2015-03-22,1.25,13781.05,376.93,13270.16,0,133.96,106.67,27.29,0,"organic",2015,"CincinnatiDayton"
29,2017-05-28,1.65,18798.8,2703.95,4148.35,11.11,11935.39,5244.73,6690.66,0,"organic",2017,"WestTexNewMexico"
9,2015-10-25,1.04,26240072.11,8683958.8,11410478.34,1188118.95,4957516.02,3918658.43,999727.7,39129.89,"conventional",2015,"TotalUS"
5,2016-11-20,1.5,5122.16,351.78,41.08,0,4729.3,2454.44,2274.86,0,"organic",2016,"Tampa"
24,2016-07-10,1.49,2672.71,332.96,537.09,0,1802.66,1698.55,104.11,0,"organic",2016,"Pittsburgh"
18,2017-08-27,1.9,3628.25,1.28,973.22,0,2653.75,1313.78,1339.97,0,"organic",2017,"Louisville"
5,2017-11-26,1.23,102658,6353,50509,26,45769,40451,5319,0,"conventional",2017,"BuffaloRochester"
47,2017-02-05,1.15,227693.33,35703.61,46107.73,71.74,145810.25,41936.54,103873.71,0,"organic",2017,"West"
26,2017-07-02,1.17,97408.49,41134.31,3402.67,8606.69,44264.82,44184.81,24.45,55.56,"conventional",2017,"Boise"
7,2016-11-06,1.68,897671.29,117317.9,266018.89,5049.63,509284.87,284638.32,224646.55,0,"organic",2016,"TotalUS"
16,2017-09-10,1.63,524513.26,10795.32,394645.36,1483.54,117589.04,97862.02,18127.02,1600,"conventional",2017,"Boston"
